title,text,subject,date
Manufacturing PMI signals expansion for third consecutive month,Manufacturing PMI signals expansion for third consecutive month. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 22, 2025"
State hospital inaugurates new critical care wing after stakeholder consultations,State hospital inaugurates new critical care wing after stakeholder consultations. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 30, 2025"
National vaccination drive enters next phase targeting adolescents in a move welcomed by analysts,National vaccination drive enters next phase targeting adolescents in a move welcomed by analysts. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 14, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 27, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 25, 2025"
Jan Aushadhi program expands affordable medicine list as officials pledge quicker timelines,Jan Aushadhi program expands affordable medicine list as officials pledge quicker timelines. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 19, 2025"
State hospital inaugurates new critical care wing amid calls for greater transparency,State hospital inaugurates new critical care wing amid calls for greater transparency. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 12, 2025"
RBI keeps repo rate unchanged in latest monetary review with funding approved in the latest budget,RBI keeps repo rate unchanged in latest monetary review with funding approved in the latest budget. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 06, 2025"
Jan Aushadhi program expands affordable medicine list to improve urban services in tier-2 cities,Jan Aushadhi program expands affordable medicine list to improve urban services in tier-2 cities. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 02, 2025"
City to host international marathon with record participation,City to host international marathon with record participation. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 23, 2025"
City to host international marathon with record participation,City to host international marathon with record participation. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 21, 2025"
Centre announces new infrastructure fund for rural districts amid calls for greater transparency,Centre announces new infrastructure fund for rural districts amid calls for greater transparency. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 19, 2025"
Manufacturing PMI signals expansion for third consecutive month,Manufacturing PMI signals expansion for third consecutive month. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 19, 2025"
RBI keeps repo rate unchanged in latest monetary review,RBI keeps repo rate unchanged in latest monetary review. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 02, 2025"
Homegrown startup raises Series B to scale AI products,Homegrown startup raises Series B to scale AI products. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 10, 2025"
RBI keeps repo rate unchanged in latest monetary review,RBI keeps repo rate unchanged in latest monetary review. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 12, 2025"
GST collections show steady rebound in monthly receipts with phased rollout expected next month,GST collections show steady rebound in monthly receipts with phased rollout expected next month. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 24, 2025"
Major export shipments boost trade surplus this quarter,Major export shipments boost trade surplus this quarter. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 25, 2025"
Chief Minister chairs emergency meeting after local incident,Chief Minister chairs emergency meeting after local incident. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 22, 2025"
City to host international marathon with record participation,City to host international marathon with record participation. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 09, 2025"
AIIMS releases study on cardiac care outcomes after intervention,AIIMS releases study on cardiac care outcomes after intervention. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 01, 2025"
Young sprinter breaks national U20 record at trials after stakeholder consultations,Young sprinter breaks national U20 record at trials after stakeholder consultations. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 02, 2025"
5G adoption crosses new subscriber milestone in several circles,5G adoption crosses new subscriber milestone in several circles. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 26, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 19, 2025"
ISRO conducts successful test of new rocket stage following recent pilot programs,ISRO conducts successful test of new rocket stage following recent pilot programs. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 12, 2025"
Jan Aushadhi program expands affordable medicine list as part of the national development push,Jan Aushadhi program expands affordable medicine list as part of the national development push. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 10, 2025"
Homegrown startup raises Series B to scale AI products as part of the national development push,Homegrown startup raises Series B to scale AI products as part of the national development push. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 05, 2025"
National vaccination drive enters next phase targeting adolescents,National vaccination drive enters next phase targeting adolescents. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 02, 2025"
ISRO conducts successful test of new rocket stage to benefit small businesses and MSMEs,ISRO conducts successful test of new rocket stage to benefit small businesses and MSMEs. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 10, 2025"
Centre announces new infrastructure fund for rural districts following recent pilot programs,Centre announces new infrastructure fund for rural districts following recent pilot programs. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 23, 2025"
National hockey team begins preparatory camp for Asian qualifiers amid calls for greater transparency,National hockey team begins preparatory camp for Asian qualifiers amid calls for greater transparency. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 09, 2025"
Chief Minister chairs emergency meeting after local incident,Chief Minister chairs emergency meeting after local incident. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 03, 2025"
State hospital inaugurates new critical care wing,State hospital inaugurates new critical care wing. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 30, 2025"
Homegrown startup raises Series B to scale AI products,Homegrown startup raises Series B to scale AI products. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 12, 2025"
National hockey team begins preparatory camp for Asian qualifiers with phased rollout expected next month,National hockey team begins preparatory camp for Asian qualifiers with phased rollout expected next month. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 18, 2025"
GST collections show steady rebound in monthly receipts as part of the national development push,GST collections show steady rebound in monthly receipts as part of the national development push. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 31, 2025"
City to host international marathon with record participation as part of the national development push,City to host international marathon with record participation as part of the national development push. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 01, 2025"
Centre announces new infrastructure fund for rural districts in a move welcomed by analysts,Centre announces new infrastructure fund for rural districts in a move welcomed by analysts. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 15, 2025"
Domestic league final set to be played under tight security with funding approved in the latest budget,Domestic league final set to be played under tight security with funding approved in the latest budget. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 18, 2025"
State government launches public health initiative in urban slums following recent pilot programs,State government launches public health initiative in urban slums following recent pilot programs. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 22, 2025"
Election Commission rolls out voter outreach program ahead of polls,Election Commission rolls out voter outreach program ahead of polls. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 02, 2025"
Parliamentary committee reviews draft data protection bill as part of the national development push,Parliamentary committee reviews draft data protection bill as part of the national development push. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 11, 2025"
Health ministry issues advisory as seasonal influenza cases rise in a move welcomed by analysts,Health ministry issues advisory as seasonal influenza cases rise in a move welcomed by analysts. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 02, 2025"
Centre announces new infrastructure fund for rural districts,Centre announces new infrastructure fund for rural districts. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 18, 2025"
National hockey team begins preparatory camp for Asian qualifiers,National hockey team begins preparatory camp for Asian qualifiers. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 22, 2025"
5G adoption crosses new subscriber milestone in several circles to improve urban services in tier-2 cities,5G adoption crosses new subscriber milestone in several circles to improve urban services in tier-2 cities. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 19, 2025"
ISRO conducts successful test of new rocket stage following recent pilot programs,ISRO conducts successful test of new rocket stage following recent pilot programs. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 07, 2025"
5G adoption crosses new subscriber milestone in several circles to improve urban services in tier-2 cities,5G adoption crosses new subscriber milestone in several circles to improve urban services in tier-2 cities. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 12, 2025"
India announce squad for multi-format cricket series as officials pledge quicker timelines,India announce squad for multi-format cricket series as officials pledge quicker timelines. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 22, 2025"
National vaccination drive enters next phase targeting adolescents,National vaccination drive enters next phase targeting adolescents. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 02, 2025"
National vaccination drive enters next phase targeting adolescents,National vaccination drive enters next phase targeting adolescents. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 05, 2025"
India announce squad for multi-format cricket series to benefit small businesses and MSMEs,India announce squad for multi-format cricket series to benefit small businesses and MSMEs. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 16, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 06, 2025"
Centre announces new infrastructure fund for rural districts to improve urban services in tier-2 cities,Centre announces new infrastructure fund for rural districts to improve urban services in tier-2 cities. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 05, 2025"
National logistics council approves new port modernization plan with phased rollout expected next month,National logistics council approves new port modernization plan with phased rollout expected next month. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 31, 2025"
National vaccination drive enters next phase targeting adolescents,National vaccination drive enters next phase targeting adolescents. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 09, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 03, 2025"
RBI keeps repo rate unchanged in latest monetary review,RBI keeps repo rate unchanged in latest monetary review. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 15, 2025"
Major export shipments boost trade surplus this quarter,Major export shipments boost trade surplus this quarter. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 27, 2025"
National logistics council approves new port modernization plan as part of the national development push,National logistics council approves new port modernization plan as part of the national development push. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 15, 2025"
Centre announces new infrastructure fund for rural districts following recent pilot programs,Centre announces new infrastructure fund for rural districts following recent pilot programs. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 13, 2025"
Chief Minister chairs emergency meeting after local incident,Chief Minister chairs emergency meeting after local incident. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 31, 2025"
AIIMS releases study on cardiac care outcomes after intervention with phased rollout expected next month,AIIMS releases study on cardiac care outcomes after intervention with phased rollout expected next month. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 26, 2025"
State hospital inaugurates new critical care wing,State hospital inaugurates new critical care wing. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 11, 2025"
National hockey team begins preparatory camp for Asian qualifiers to benefit small businesses and MSMEs,National hockey team begins preparatory camp for Asian qualifiers to benefit small businesses and MSMEs. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 12, 2025"
State hospital inaugurates new critical care wing to benefit small businesses and MSMEs,State hospital inaugurates new critical care wing to benefit small businesses and MSMEs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 16, 2025"
State hospital inaugurates new critical care wing after stakeholder consultations,State hospital inaugurates new critical care wing after stakeholder consultations. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 06, 2025"
Domestic league final set to be played under tight security,Domestic league final set to be played under tight security. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 07, 2025"
Major export shipments boost trade surplus this quarter,Major export shipments boost trade surplus this quarter. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 22, 2025"
National hockey team begins preparatory camp for Asian qualifiers to benefit small businesses and MSMEs,National hockey team begins preparatory camp for Asian qualifiers to benefit small businesses and MSMEs. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"October 20, 2025"
5G adoption crosses new subscriber milestone in several circles to improve urban services in tier-2 cities,5G adoption crosses new subscriber milestone in several circles to improve urban services in tier-2 cities. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 21, 2025"
Health ministry issues advisory as seasonal influenza cases rise with funding approved in the latest budget,Health ministry issues advisory as seasonal influenza cases rise with funding approved in the latest budget. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 30, 2025"
India announce squad for multi-format cricket series,India announce squad for multi-format cricket series. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 03, 2025"
State government launches public health initiative in urban slums with funding approved in the latest budget,State government launches public health initiative in urban slums with funding approved in the latest budget. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 30, 2025"
Health ministry issues advisory as seasonal influenza cases rise,Health ministry issues advisory as seasonal influenza cases rise. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 31, 2025"
Homegrown startup raises Series B to scale AI products amid calls for greater transparency,Homegrown startup raises Series B to scale AI products amid calls for greater transparency. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 04, 2025"
National vaccination drive enters next phase targeting adolescents,National vaccination drive enters next phase targeting adolescents. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 26, 2025"
AIIMS releases study on cardiac care outcomes after intervention,AIIMS releases study on cardiac care outcomes after intervention. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 26, 2025"
Chief Minister chairs emergency meeting after local incident,Chief Minister chairs emergency meeting after local incident. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 12, 2025"
Health ministry issues advisory as seasonal influenza cases rise,Health ministry issues advisory as seasonal influenza cases rise. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 01, 2025"
Parliamentary committee reviews draft data protection bill as part of the national development push,Parliamentary committee reviews draft data protection bill as part of the national development push. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 30, 2025"
Young sprinter breaks national U20 record at trials amid calls for greater transparency,Young sprinter breaks national U20 record at trials amid calls for greater transparency. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 10, 2025"
Homegrown startup raises Series B to scale AI products,Homegrown startup raises Series B to scale AI products. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 18, 2025"
AIIMS releases study on cardiac care outcomes after intervention as part of the national development push,AIIMS releases study on cardiac care outcomes after intervention as part of the national development push. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 18, 2025"
State government launches public health initiative in urban slums,State government launches public health initiative in urban slums. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 22, 2025"
AIIMS releases study on cardiac care outcomes after intervention as officials pledge quicker timelines,AIIMS releases study on cardiac care outcomes after intervention as officials pledge quicker timelines. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 21, 2025"
Young sprinter breaks national U20 record at trials,Young sprinter breaks national U20 record at trials. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 04, 2025"
RBI keeps repo rate unchanged in latest monetary review,RBI keeps repo rate unchanged in latest monetary review. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 12, 2025"
Manufacturing PMI signals expansion for third consecutive month as officials pledge quicker timelines,Manufacturing PMI signals expansion for third consecutive month as officials pledge quicker timelines. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 06, 2025"
Jan Aushadhi program expands affordable medicine list,Jan Aushadhi program expands affordable medicine list. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 26, 2025"
RBI keeps repo rate unchanged in latest monetary review,RBI keeps repo rate unchanged in latest monetary review. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 24, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 07, 2025"
Health ministry issues advisory as seasonal influenza cases rise,Health ministry issues advisory as seasonal influenza cases rise. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 07, 2025"
Jan Aushadhi program expands affordable medicine list,Jan Aushadhi program expands affordable medicine list. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 03, 2025"
Centre announces new infrastructure fund for rural districts,Centre announces new infrastructure fund for rural districts. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 19, 2025"
Election Commission rolls out voter outreach program ahead of polls,Election Commission rolls out voter outreach program ahead of polls. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 07, 2025"
GST collections show steady rebound in monthly receipts as officials pledge quicker timelines,GST collections show steady rebound in monthly receipts as officials pledge quicker timelines. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 04, 2025"
AIIMS releases study on cardiac care outcomes after intervention following recent pilot programs,AIIMS releases study on cardiac care outcomes after intervention following recent pilot programs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"November 01, 2025"
Chief Minister chairs emergency meeting after local incident,Chief Minister chairs emergency meeting after local incident. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 09, 2025"
State hospital inaugurates new critical care wing amid calls for greater transparency,State hospital inaugurates new critical care wing amid calls for greater transparency. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 20, 2025"
Homegrown startup raises Series B to scale AI products following recent pilot programs,Homegrown startup raises Series B to scale AI products following recent pilot programs. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 01, 2025"
RBI keeps repo rate unchanged in latest monetary review to improve urban services in tier-2 cities,RBI keeps repo rate unchanged in latest monetary review to improve urban services in tier-2 cities. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 13, 2025"
Manufacturing PMI signals expansion for third consecutive month with phased rollout expected next month,Manufacturing PMI signals expansion for third consecutive month with phased rollout expected next month. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 08, 2025"
Government and industry sign pact to boost semiconductor units amid calls for greater transparency,Government and industry sign pact to boost semiconductor units amid calls for greater transparency. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 23, 2025"
Health ministry issues advisory as seasonal influenza cases rise,Health ministry issues advisory as seasonal influenza cases rise. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 14, 2025"
Election Commission rolls out voter outreach program ahead of polls,Election Commission rolls out voter outreach program ahead of polls. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 17, 2025"
ISRO conducts successful test of new rocket stage,ISRO conducts successful test of new rocket stage. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 13, 2025"
Parliamentary committee reviews draft data protection bill,Parliamentary committee reviews draft data protection bill. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 02, 2025"
Health ministry issues advisory as seasonal influenza cases rise,Health ministry issues advisory as seasonal influenza cases rise. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 16, 2025"
5G adoption crosses new subscriber milestone in several circles,5G adoption crosses new subscriber milestone in several circles. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"November 12, 2025"
Parliamentary committee reviews draft data protection bill amid calls for greater transparency,Parliamentary committee reviews draft data protection bill amid calls for greater transparency. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"November 05, 2025"
RBI keeps repo rate unchanged in latest monetary review amid calls for greater transparency,RBI keeps repo rate unchanged in latest monetary review amid calls for greater transparency. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"November 10, 2025"
Chief Minister chairs emergency meeting after local incident after stakeholder consultations,Chief Minister chairs emergency meeting after local incident after stakeholder consultations. Politics officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,politicsNews,"October 16, 2025"
National hockey team begins preparatory camp for Asian qualifiers as part of the national development push,National hockey team begins preparatory camp for Asian qualifiers as part of the national development push. Sports officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,sportsNews,"November 04, 2025"
State hospital inaugurates new critical care wing following recent pilot programs,State hospital inaugurates new critical care wing following recent pilot programs. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 26, 2025"
IIT consortium publishes open dataset for agriculture AI,IIT consortium publishes open dataset for agriculture AI. Tech officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,techNews,"October 26, 2025"
GST collections show steady rebound in monthly receipts after stakeholder consultations,GST collections show steady rebound in monthly receipts after stakeholder consultations. Economy officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,economyNews,"October 22, 2025"
Health ministry issues advisory as seasonal influenza cases rise after stakeholder consultations,Health ministry issues advisory as seasonal influenza cases rise after stakeholder consultations. Health officials said the initiative aims to address current priorities. Implementation will be phased and monitored across states. Further details will be released by the concerned ministry.  ,healthNews,"October 25, 2025"
